id,text,category
464215:1,They even scoop it out nice (for those on a diet) not too much not to little.,FOOD#STYLE_OPTIONS
464215:2,The cream cheeses are out of this world and I love that coffee!!,FOOD#QUALITY
464215:2,The cream cheeses are out of this world and I love that coffee!!,DRINKS#QUALITY
464215:3,A little crowded but they move that line really fast!,SERVICE#GENERAL
464215:3,A little crowded but they move that line really fast!,RESTAURANT#MISCELLANEOUS
464215:4,A little pricey but it really hits the spot on a Sunday morning!,RESTAURANT#PRICES
464215:4,A little pricey but it really hits the spot on a Sunday morning!,RESTAURANT#GENERAL
464342:0,"Bagels are ok, but be sure not to make any special requests!",FOOD#QUALITY
464342:0,"Bagels are ok, but be sure not to make any special requests!",SERVICE#GENERAL
464342:1,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,SERVICE#GENERAL
464342:2,Be sure not to get anything other than bagels!..,FOOD#QUALITY
464342:2,Be sure not to get anything other than bagels!..,FOOD#QUALITY
464342:3,the turkey burgers are scary!,FOOD#QUALITY
470488:0,The worst excuse for Japanese food I've ever encountered.,FOOD#QUALITY
470488:1,The soup for the udon was soy sauce and water.,FOOD#QUALITY
470488:2,The sushi was awful!,FOOD#QUALITY
470488:3,The rice was poor quality and was cooked so badly it was hard.,FOOD#QUALITY
470488:4,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",FOOD#QUALITY
470488:4,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",FOOD#QUALITY
470488:5,"The fish was adequate, but inexpertly sliced.",FOOD#STYLE_OPTIONS
470488:6,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,FOOD#QUALITY
475298:0,"Good, fast service.",SERVICE#GENERAL
475298:1,I would highly recommend.,RESTAURANT#GENERAL
475298:2,Food is great and inexpensive.,FOOD#QUALITY
475298:2,Food is great and inexpensive.,FOOD#PRICES
475298:3,The location is perfect.,LOCATION#GENERAL
475298:4,Give it a try and enjoy.,RESTAURANT#GENERAL
475512:0,I thought going to Jimmys would give me a real Domincan exprience.,
475512:1,Jimmy is Dominican!,
475512:2,"Well, this place is so Ghetto its not even funny.",AMBIENCE#GENERAL
475512:3,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,DRINKS#PRICES
475512:3,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,AMBIENCE#GENERAL
475512:4,Would NEVER go back there.,RESTAURANT#GENERAL
475512:5,Too bad Latin Quarters closed.,
475512:6,"That place was awesome,,,  sally !",
476473:0,Awsome Pizza especially the Margheritta slice.,FOOD#QUALITY
476473:0,Awsome Pizza especially the Margheritta slice.,FOOD#QUALITY
476473:1,Always busy but fast moving.,SERVICE#GENERAL
476473:2,Great atmoshere and worth every bit.,AMBIENCE#GENERAL
476473:2,Great atmoshere and worth every bit.,RESTAURANT#GENERAL
476473:3,Open late (well as late as I ever got there and I'm a night person),RESTAURANT#MISCELLANEOUS
483111:0,Winnie and her staff are the best crew you can find serving you.,SERVICE#GENERAL
483111:0,Winnie and her staff are the best crew you can find serving you.,SERVICE#GENERAL
483111:1,The food is reliable and the price is moderate.,FOOD#QUALITY
483111:1,The food is reliable and the price is moderate.,RESTAURANT#PRICES
483111:2,What more can you ask for?,RESTAURANT#GENERAL
485026:0,"For authentic Thai food, look no further than Toons.",FOOD#QUALITY
485026:1,"Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course).",
485026:2,"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.",FOOD#QUALITY
485026:2,"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.",FOOD#QUALITY
485767:0,Everything about this restaurant was special.,RESTAURANT#GENERAL
485767:1,"The service was attentive, yet discreet.",SERVICE#GENERAL
485767:2,The flavors robust and subtle.,FOOD#QUALITY
485767:3,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,FOOD#QUALITY
485767:4,I'm saving up for my next visit.,RESTAURANT#GENERAL
485966:0,I went there in late afternoon for some bite size food and refleshment with my date.,
485966:1,The place was quiet and delightful.,AMBIENCE#GENERAL
485966:2,Service was good and food is wonderful.,SERVICE#GENERAL
485966:2,Service was good and food is wonderful.,FOOD#QUALITY
485966:3,I did not try the caviar but I tried their salmon and crab salad (they are all good),FOOD#QUALITY
485966:3,I did not try the caviar but I tried their salmon and crab salad (they are all good),FOOD#QUALITY
485966:4,It is definitely a good spot for snacks and chat.,RESTAURANT#GENERAL
490565:0,"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.",RESTAURANT#GENERAL
490565:1,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",SERVICE#GENERAL
490565:2,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",FOOD#QUALITY
490565:2,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",FOOD#QUALITY
490565:2,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",FOOD#QUALITY
490565:3,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",AMBIENCE#GENERAL
490565:4,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",DRINKS#QUALITY
490565:4,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",DRINKS#STYLE_OPTIONS
490565:4,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",DRINKS#PRICES
490565:4,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",DRINKS#QUALITY
490565:4,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",AMBIENCE#GENERAL
490565:4,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",AMBIENCE#GENERAL
490565:5,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",AMBIENCE#GENERAL
490565:6,You can't go wrong with this place.,RESTAURANT#GENERAL
493013:0,Suan is a great place that I often take my friends (classmates) too.,RESTAURANT#GENERAL
493013:1,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",LOCATION#GENERAL
493013:1,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",RESTAURANT#PRICES
493013:2,I LOVE their Thai,FOOD#QUALITY
493013:3,noodles with shrimp and chicken and coconut juice is the MUST!,FOOD#QUALITY
493013:4,"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced.",
493013:5,I will go back to Suan soon!,RESTAURANT#GENERAL
493013:6,In summer-eat outside on a terrace (another great feature of Suan)!!!,AMBIENCE#GENERAL
493514:0,I cannot imagine a friendlier staff working in a restaurant.,SERVICE#GENERAL
493514:1,I cannot imagine better Indian food in all of the city.,FOOD#QUALITY
493514:2,I cannot imagine you not rushing out to eat there.,RESTAURANT#GENERAL
494850:0,This restaurant used to be our regular Thursday night dinner location.,
494850:1,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",FOOD#QUALITY
494850:1,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",SERVICE#GENERAL
494850:2,I wish they would change back to what it was before.,RESTAURANT#GENERAL
494850:3,The food now is inconsistent.,FOOD#QUALITY
496132:0,This is the kind of place you'd like to take all your friends to and still keep a secret.,RESTAURANT#MISCELLANEOUS
496132:1,The setting is casual and romantic.,AMBIENCE#GENERAL
496132:2,Prices are very good.,RESTAURANT#PRICES
496132:3,The food is excellent!,FOOD#QUALITY
496132:4,"if you're daring, try the balsamic vinegar over icecream, it's wonderful!",FOOD#QUALITY
498657:0,"Do not get the Go Go Hamburgers, no matter what the reviews say.",FOOD#QUALITY
498657:1,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,FOOD#QUALITY
498657:1,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,FOOD#STYLE_OPTIONS
498657:1,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,FOOD#PRICES
498657:2,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",FOOD#PRICES
498657:2,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",FOOD#QUALITY
498657:3,Steamed fresh so brought hot hot hot to your table.,FOOD#QUALITY
498657:4,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",SERVICE#GENERAL
498657:4,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",AMBIENCE#GENERAL
498657:4,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",RESTAURANT#MISCELLANEOUS
498657:5,"A few tips: skip the turnip cake, roast pork buns and egg custards.",FOOD#QUALITY
498657:5,"A few tips: skip the turnip cake, roast pork buns and egg custards.",FOOD#QUALITY
498657:5,"A few tips: skip the turnip cake, roast pork buns and egg custards.",FOOD#QUALITY
498657:6,These are overpriced and you can get better just around the corner:,FOOD#PRICES
498657:6,These are overpriced and you can get better just around the corner:,FOOD#QUALITY
498657:7,(1) turnip cakes at the little kiosk on east side of Mott St. just south of bayard,
498657:8,(2) egg custards and pork buns at either bakery on west side of Mott street just south of Canal.,
503807:0,After passing by this restaurant for sometime I finally decided to go in and have dinner.,
503807:1,I was pleasantly suprised.,RESTAURANT#GENERAL
503807:2,The food was exceptional.,FOOD#QUALITY
503807:3,"The menu consisted of standard brassiere food, better then places like Balthazar etc.",
503807:4,"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",FOOD#QUALITY
503807:5,The service was friendly and the atmosphere was casual.,SERVICE#GENERAL
503807:5,The service was friendly and the atmosphere was casual.,AMBIENCE#GENERAL
503807:6,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,FOOD#QUALITY
503807:6,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,AMBIENCE#GENERAL
505535:0,this little place has a cute interior decor and affordable city prices.,AMBIENCE#GENERAL
505535:0,this little place has a cute interior decor and affordable city prices.,RESTAURANT#PRICES
505535:1,"the pad se ew chicken was delicious, however the pad thai was far too oily.",FOOD#QUALITY
505535:1,"the pad se ew chicken was delicious, however the pad thai was far too oily.",FOOD#QUALITY
505535:2,i would just ask for no oil next time.,
507755:0,"Have eaten at Ginger House several times, and it's always good.",RESTAURANT#GENERAL
507755:1,The fried dumplings are GREAT!,FOOD#QUALITY
507755:2,Finally a reliable Chinese restaurant!,RESTAURANT#GENERAL
507844:0,This place would be so much better served by being run by a group that actually understands customer service.,SERVICE#GENERAL
507844:1,"The only thing you can do here is walk in and eat .. but planning an event, especially a small, intimate one, forget about it.",RESTAURANT#MISCELLANEOUS
507844:2,"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!",SERVICE#GENERAL
507844:3,"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.",SERVICE#GENERAL
507844:4,"Terrible, terrible management - deserves to be shut-down.",SERVICE#GENERAL
507844:4,"Terrible, terrible management - deserves to be shut-down.",RESTAURANT#GENERAL
507937:0,Never fails to please.,RESTAURANT#GENERAL
507937:1,"delicious bagels, especially when right out of the oven.",FOOD#QUALITY
507937:2,Spreads and toppings are great - though a bit pricey.,FOOD#QUALITY
507937:2,Spreads and toppings are great - though a bit pricey.,FOOD#QUALITY
507937:2,Spreads and toppings are great - though a bit pricey.,FOOD#PRICES
507937:2,Spreads and toppings are great - though a bit pricey.,FOOD#PRICES
507937:3,Service is fast and friendly.,SERVICE#GENERAL
507937:4,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",SERVICE#GENERAL
507937:5,But that is highly forgivable.,SERVICE#GENERAL
509227:0,"Been there, done that, and New York, it's not that big a deal.",RESTAURANT#GENERAL
509227:1,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",FOOD#QUALITY
509227:1,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",AMBIENCE#GENERAL
509227:2,"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.",RESTAURANT#MISCELLANEOUS
509227:3,"Rao is a good restaurant, but it's nothing special.",RESTAURANT#GENERAL
511290:0,I've eaten at many different Indian restaurants.,
511290:1,"But after last night, Spice Grill is the only place I'm eating indian cuisine.",FOOD#QUALITY
511290:2,You must try the shrimp appetizers.,FOOD#QUALITY
511290:3,Even my Indian friend couldn't believe how good and tasty everything was.,FOOD#QUALITY
511290:4,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,AMBIENCE#GENERAL
511290:4,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,SERVICE#GENERAL
512294:0,"Great food, great prices, great service.",FOOD#QUALITY
512294:0,"Great food, great prices, great service.",RESTAURANT#PRICES
512294:0,"Great food, great prices, great service.",SERVICE#GENERAL
512294:1,"If you are looking for a good quality, cheap eats - this is the place.",FOOD#QUALITY
512294:1,"If you are looking for a good quality, cheap eats - this is the place.",FOOD#PRICES
512925:0,it's a perfect place to have a amanzing indian food.,FOOD#QUALITY
512925:1,I really loved the different and inovated touch that's the cheff gives to the food.,FOOD#STYLE_OPTIONS
512925:2,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",AMBIENCE#GENERAL
512925:2,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",SERVICE#GENERAL
513395:0,"I love Ess-a-bagel, but I live on the west side, so I often go to Murray's for convenience.",
513395:1,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",FOOD#QUALITY
513395:2,"Better than the bagel shop on the corner, but not worth going out of your way for, in my opinion.",
513395:3,Also a little more expensive than your average bagel place.,
513521:0,Great bagels made the old-fashioned way.,FOOD#QUALITY
513521:0,Great bagels made the old-fashioned way.,FOOD#STYLE_OPTIONS
513521:1,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,
513521:2,Drawbacks: service is slow and they don't toast!,SERVICE#GENERAL
519425:0,The food was absolutely amazing!!,FOOD#QUALITY
519425:1,The baked clams octopus we shared as appetizers were the best we've ever had!!,FOOD#QUALITY
519425:2,"The lamb was tender so full of flavor, the dessert was divine!!",FOOD#QUALITY
519425:2,"The lamb was tender so full of flavor, the dessert was divine!!",FOOD#QUALITY
519425:3,The waiter was attentive.,SERVICE#GENERAL
519425:4,The place itself is beautiful the bar scene seems to be happening.,AMBIENCE#GENERAL
519425:4,The place itself is beautiful the bar scene seems to be happening.,AMBIENCE#GENERAL
521916:0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",FOOD#QUALITY
521916:0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",SERVICE#GENERAL
521916:0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",FOOD#QUALITY
521916:1,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",FOOD#QUALITY
521916:1,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",FOOD#QUALITY
521916:1,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",FOOD#STYLE_OPTIONS
521916:2,Dessert is a joke...dont bother,FOOD#QUALITY
527109:0,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",SERVICE#GENERAL
527109:1,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",AMBIENCE#GENERAL
527109:1,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",FOOD#STYLE_OPTIONS
527109:1,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",FOOD#STYLE_OPTIONS
527109:2,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",FOOD#QUALITY
527109:2,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",FOOD#QUALITY
527109:2,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",FOOD#QUALITY
527109:2,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",FOOD#STYLE_OPTIONS
527109:3,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,DRINKS#STYLE_OPTIONS
527109:3,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,FOOD#PRICES
527109:4,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",RESTAURANT#PRICES
527109:4,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",DRINKS#STYLE_OPTIONS
528251:0,Fantastic place.,RESTAURANT#GENERAL
528251:1,Cute and decorative.,AMBIENCE#GENERAL
528251:2,A pleasant surprise.,RESTAURANT#GENERAL
528251:3,Go there to relax and feel like your somewhere else.,AMBIENCE#GENERAL
530517:0,Lucky Strike is a great casual place to just grab a bite to eat.,RESTAURANT#GENERAL
530517:1,"Yeah the crowd can take it a bit seriously, but it shouldn't.",
530517:2,"Great food, great decor, great service.",FOOD#QUALITY
530517:2,"Great food, great decor, great service.",AMBIENCE#GENERAL
530517:2,"Great food, great decor, great service.",SERVICE#GENERAL
530517:3,I recommend it!,RESTAURANT#GENERAL
530517:4,Just ignore the trendy wannabes.,
535086:0,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",RESTAURANT#MISCELLANEOUS
535086:1,(Always ask the bartender for the SEASONAL beer!!!,DRINKS#QUALITY
535086:2,Guaranteed to be a tasty experience!),DRINKS#QUALITY
535086:3,Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.,RESTAURANT#MISCELLANEOUS
535086:4,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,RESTAURANT#GENERAL
535086:5,All the people that I bring there go back on their own and bring THEIR friends!,RESTAURANT#MISCELLANEOUS
535086:6,Go there once and oh yes...you will go back...you will...,RESTAURANT#GENERAL
535171:0,What a great place!,RESTAURANT#GENERAL
535171:1,Not the typical NYC gimmick theme restaurant.,AMBIENCE#GENERAL
535171:2,"A cool bar with great food, and tons of excellent beer.",AMBIENCE#GENERAL
535171:2,"A cool bar with great food, and tons of excellent beer.",FOOD#QUALITY
535171:2,"A cool bar with great food, and tons of excellent beer.",DRINKS#QUALITY
535171:2,"A cool bar with great food, and tons of excellent beer.",DRINKS#STYLE_OPTIONS
535171:3,And even with it's Pub atmosphere they were great to my kids too!,SERVICE#GENERAL
535171:4,Loved it!,RESTAURANT#GENERAL
535248:0,"Out of the hundreds of Italian restaurants in Queens, this is among the best.",
535248:1,The shrimp scampi was excellent and the antipasti were plentiful.,FOOD#QUALITY
535248:1,The shrimp scampi was excellent and the antipasti were plentiful.,FOOD#STYLE_OPTIONS
535248:2,It is expensive but well worth the money.,RESTAURANT#PRICES
535248:2,It is expensive but well worth the money.,RESTAURANT#GENERAL
535248:3,"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.",RESTAURANT#GENERAL
536919:0,The only thing more wonderful than the food (which is exceptional) is the service.,FOOD#QUALITY
536919:0,The only thing more wonderful than the food (which is exceptional) is the service.,SERVICE#GENERAL
536919:1,The only thing the waiters don't do for you is wipe your chin when you leave.,SERVICE#GENERAL
536919:2,Wonderful at holiday time.,RESTAURANT#MISCELLANEOUS
541532:0,Cozy romantic atomosphere with only around 15 tables at most.,AMBIENCE#GENERAL
541532:1,Service was very prompt but slightly rushed.,SERVICE#GENERAL
541532:1,Service was very prompt but slightly rushed.,SERVICE#GENERAL
541532:2,"Food was very good, but not what I would consider out of this world.",FOOD#QUALITY
541532:3,Go here for a romantic dinner but not for an all out wow dining experience.,AMBIENCE#GENERAL
541532:3,Go here for a romantic dinner but not for an all out wow dining experience.,RESTAURANT#MISCELLANEOUS
553097:0,My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,RESTAURANT#MISCELLANEOUS
553097:1,Too bad the food wasn't of the same heritage.,FOOD#QUALITY
553097:2,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",FOOD#QUALITY
553097:2,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",FOOD#QUALITY
553097:3,A real dissapointment.,FOOD#QUALITY
553097:4,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,FOOD#QUALITY
553097:5,They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,FOOD#QUALITY
553097:6,Priced at upper intermediate range.,RESTAURANT#PRICES
555734:0,I really liked this place.,RESTAURANT#GENERAL
555734:1,"Everything I had was good, and I'm a eater.",FOOD#QUALITY
555734:2,It was pretty inexpensive too.,RESTAURANT#PRICES
558423:0,This place has the best Chinese style BBQ ribs in the city.,FOOD#QUALITY
558423:0,This place has the best Chinese style BBQ ribs in the city.,FOOD#STYLE_OPTIONS
558423:1,I also recommend the rice dishes or the different varieties of congee (rice porridge).,FOOD#QUALITY
558423:1,I also recommend the rice dishes or the different varieties of congee (rice porridge).,FOOD#QUALITY
558423:2,It's great to go for a quick lunch either alone or with a friend.,RESTAURANT#MISCELLANEOUS
558423:3,It's definately not a place to go if you want to impress someone.,RESTAURANT#MISCELLANEOUS
558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",FOOD#QUALITY
558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",AMBIENCE#GENERAL
558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",FOOD#PRICES
558423:5,Quick and friendly service.,SERVICE#GENERAL
558423:6,This is one of the best comfort food places in the city.,RESTAURANT#GENERAL
558423:7,It's somewhere you can eat and be happy.,RESTAURANT#GENERAL
561054:0,"When I'm feeling stressed by the noise and congestion around my office, I head for Cafe St. Bart's.",
561054:1,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",AMBIENCE#GENERAL
561054:1,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",AMBIENCE#GENERAL
561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",FOOD#QUALITY
561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",FOOD#STYLE_OPTIONS
561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",SERVICE#GENERAL
561054:3,"I can't wait for summer, when they serve outside on their gigantic patio.",AMBIENCE#GENERAL
561054:4,Ahhh...,
565344:0,I recently tried Suan and I thought that it was great.,RESTAURANT#GENERAL
565344:1,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,FOOD#STYLE_OPTIONS
565344:1,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,RESTAURANT#GENERAL
565344:1,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,FOOD#PRICES
565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,SERVICE#GENERAL
565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,FOOD#QUALITY
565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,FOOD#QUALITY
565344:3,I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,RESTAURANT#GENERAL
571962:0,They all know you.,SERVICE#GENERAL
571962:1,Good food.,FOOD#QUALITY
571962:2,Good drink.,DRINKS#QUALITY
571962:3,How do you rate home?,RESTAURANT#MISCELLANEOUS
578016:0,I have never had cheescake like this.,FOOD#QUALITY
578016:1,I thought I had died and gone to heaven.,FOOD#QUALITY
584025:0,"Great spot, whether looking for a couple of drinks or quiet dinner.",RESTAURANT#GENERAL
584025:0,"Great spot, whether looking for a couple of drinks or quiet dinner.",RESTAURANT#MISCELLANEOUS
584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,AMBIENCE#GENERAL
584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,AMBIENCE#GENERAL
584025:2,The food is great and they have a good selecion of wines at reasonable prices.,FOOD#QUALITY
584025:2,The food is great and they have a good selecion of wines at reasonable prices.,DRINKS#STYLE_OPTIONS
584025:2,The food is great and they have a good selecion of wines at reasonable prices.,DRINKS#PRICES
584025:3,Have been several times and it never dissapoints.,RESTAURANT#GENERAL
608500:0,"After hearing a lot of great things about the restaurant, and passing by it on a daily basis, we decided to try.",
608500:1,We were less than impressed.,RESTAURANT#GENERAL
608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",AMBIENCE#GENERAL
608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",AMBIENCE#GENERAL
608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",FOOD#QUALITY
608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",SERVICE#GENERAL
608500:3,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",FOOD#QUALITY
608500:3,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",FOOD#STYLE_OPTIONS
608500:4,Probably would not go again...,RESTAURANT#GENERAL
610611:0,"i've been to sapphire twice and both times the food was fine, if not good.",FOOD#QUALITY
610611:1,"stick with the chicken, beef, and lamb dishes.",FOOD#QUALITY
610611:1,"stick with the chicken, beef, and lamb dishes.",FOOD#QUALITY
610611:1,"stick with the chicken, beef, and lamb dishes.",FOOD#QUALITY
610611:2,i don't usually order wine with indian so i can't comment on their wine list or their wines.,
610611:3,instead ordered an ice cold beer which to me works with indian.,
610611:4,"service is friendly, and never had a problem walking in and getting a table.",SERVICE#GENERAL
610611:4,"service is friendly, and never had a problem walking in and getting a table.",RESTAURANT#MISCELLANEOUS
610611:5,i would recommend reservations on weekends though.,
610611:6,skip dessert.,FOOD#QUALITY
611117:0,Best Reuben sandwich ever!,FOOD#QUALITY
611117:1,A classic!,FOOD#QUALITY
611117:2,Don't miss Bloom's on your next trip to Manhatten.,RESTAURANT#GENERAL
611117:3,"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.",RESTAURANT#MISCELLANEOUS
611117:4,Thanks Bloom's for a lovely trip.,RESTAURANT#GENERAL
615180:0,"As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst.",
615180:1,"The food was not fresh, the sauces were bland and very oily.",FOOD#QUALITY
615180:1,"The food was not fresh, the sauces were bland and very oily.",FOOD#QUALITY
615180:2,It just wasn't Thai.,FOOD#QUALITY
620892:0,Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,
620892:1,Was surprisingly disappointed.,FOOD#QUALITY
620892:2,Pizza was a little soggy.,FOOD#QUALITY
620892:3,Ravioli was good...but I have to say that I found everything a bit overpriced.,FOOD#QUALITY
620892:3,Ravioli was good...but I have to say that I found everything a bit overpriced.,FOOD#PRICES
620892:4,Not enough wines by the glass either.,DRINKS#STYLE_OPTIONS
